350	174.35
351	173.33
352	170.84
353	173.86
354	172.5
355	173.03
356	173.05
357	171.31
358	176.09
359	173.57
360	170.13
361	177.77
362	169.8
363	171.61
364	178.1
365	172.67
366	172.95
367	175.96
368	176.87
369	170.31
370	177.18
371	176.09
372	177.71
373	176.99
374	178.16
375	176.31
376	176.12
377	176.71
378	173.13
379	178.35
380	176.69
381	170.56
382	173.18
383	173.62
384	178.03
385	176.81
386	173.98
387	176
388	170.48
389	173.81
390	175.06
391	176.54
392	179.61
393	179
394	175.11
395	173.25
396	176
397	175.54
398	174.97
399	175.01
400	177.01
401	179.21
402	176.01
403	175.36
404	176.85
405	177.09
406	175.38
407	177.14
408	172.92
409	177.15
410	174.73
411	174.98
412	175.86
413	171.7
414	175.85
415	179.17
416	180
417	177.49
418	176.89
419	178.78
420	178.99
421	178
422	177.16
423	180.38
424	177.03
425	176.47
426	179.19
427	178.01
428	180.68
429	175.38
430	179.87
431	177.86
432	179.66
433	174.19
434	178.9
435	178.7
436	176.53
437	178.76
438	178.51
439	180.27
440	176.97
441	176.51
442	176.7
443	173.34
444	174.27
445	177.1
446	176.09
447	175.02
448	179.41
449	174.78
450	177
451	183.31
452	175.85
453	174.23
454	177.03
455	179.38
456	179.19
457	179.02
458	178.34
459	178.95
460	176.17
461	181.09
462	177.7
463	177.83
464	173.88
465	178.74
466	176.29
467	176.26
468	177.04
469	174.5
470	175.73
471	175.51
472	178.26
473	176.26
474	178.71
475	176.95
476	179.44
477	178.05
478	176.87
479	176.09
480	177.76
481	175.81
482	175.09
483	176.02
484	176.92
485	175.64
486	173.42
487	180.83
488	174.63
489	176.32
490	179.2
491	177.03
492	179.86
493	175.32
494	175.82
495	174.82
496	175.39
497	176.08
498	180.27
499	178.99
500	171.26
501	177.32
502	174.78
503	179.05
504	177.27
505	177.58
506	178.53
507	179.09
508	179.89
509	179.9
510	176.89
511	176
512	174.37
513	175.88
514	174.92
515	177.05
516	173.93
517	179.58
518	177.25
519	176.49
520	177.72
521	167.39
522	174.6
523	176.27
524	174.98
525	179.29
526	174.6
527	175.8
528	175.19
529	173.83
530	177
531	175.92
532	182.92
533	174.91
534	175.88
535	175.38
536	177.11
537	176.43
538	178.04
539	176.89
540	176.29
541	174.92
542	178.63
543	180.06
544	176.42
545	174.71
546	178.13
547	178.07
548	176
549	182.36
550	181.69
551	178.17
552	178.25
553	176.76
554	177.96
555	176.42
556	178.2
557	178.12
558	179.04
559	179.93
560	177.72
561	177.52
562	175.42
563	180.09
564	174.16
565	177.03
566	173.08
567	175.13
568	180.72
569	190.97
570	183.19
571	177.45
572	175.44
573	177.99
574	178.07
575	173.59
576	174.76
577	180.09
578	182.05
579	180.21
580	178.99
581	181.77
582	180.77
583	181.67
584	185.1
585	195.91
586	197.94
587	197.72
588	139.31
589	4179.22
590	4165.39
591	1755.44
592	440.34
593	213
594	189.43
595	180.35
596	180.47
597	180.51
598	178.18
599	177
600	177.02
601	176.39
602	178.39
603	176.77
604	177.91
605	180.97
606	182.96
607	174.48
608	174.88
609	177.12
610	179.09
611	177.9
612	176.44
613	175.01
614	179.06
615	174.53
616	181.08
617	177.36
618	176.77
619	176.24
620	176.96
621	175.97
622	182.29
623	175.68
624	178.4
625	177.44
626	177.91
627	175.75
628	177.79
629	175.02
630	177.18
631	175.08
632	178.03
633	176.99
634	173.58
635	178.23
636	174.52
637	177.98
638	176.81
639	172.15
640	172.04
641	174.9
642	179.79
643	176.72
644	174.05
645	174.33
646	173.85
647	171.49
648	177.1
649	174.09
650	177.18
651	178.19
652	174.68
653	174.85
654	176.47
655	172.01
656	172.48
657	176.8
658	173.11
659	173.25
660	172.98
661	179.07
662	176.18
663	176.38
664	176.58
665	176.11
666	174.65
667	177.39
668	177.64
669	175.74
670	175.94
671	173.86
672	170.66
673	173.49
674	175.08
675	175.03
676	178.39
677	176.7
678	172.89
679	176.13
680	176.2
681	174.73
682	172.84
683	175.62
684	176.61
685	171.79
686	174.77
687	179.02
688	177.67
689	173.42
690	171.27
691	175.53
692	177.08
693	179.18
694	176.97
695	177.02
696	238.34
697	318.56
698	225.87
699	181.81
700	177.02
701	174.08
702	177.61
703	176.46
704	176.53
705	175.63
