350	173.1
351	171.73
352	173.87
353	171.97
354	173.47
355	175.82
356	172.06
357	175.22
358	172.5
359	170.72
360	173.88
361	169.65
362	177.42
363	175.61
364	171.81
365	175.4
366	173.87
367	171.98
368	173.34
369	177.71
370	174.94
371	173.24
372	174.42
373	176.41
374	172.04
375	166.79
376	174.32
377	173.81
378	180.8
379	171.53
380	175.35
381	169.81
382	174.63
383	174.46
384	174.21
385	175.97
386	175.54
387	173.99
388	173.53
389	175.79
390	177.02
391	175.8
392	177.25
393	175
394	179.06
395	174.13
396	176.01
397	177.11
398	174.28
399	175.99
400	178.1
401	172.89
402	175.99
403	174.43
404	177.31
405	175.02
406	176.32
407	178.11
408	174.06
409	177.45
410	176.59
411	179.96
412	175.88
413	177.17
414	173.5
415	177.84
416	176.29
417	173.75
418	176
419	176.33
420	179.48
421	173.7
422	173.8
423	173.86
424	179
425	176.63
426	180.95
427	177
428	176.11
429	181.82
430	178.12
431	175.91
432	176.16
433	176.25
434	178.82
435	176.75
436	178.37
437	177.94
438	178.89
439	179.23
440	177.09
441	178.52
442	179.24
443	176.96
444	177.77
445	175.33
446	178.45
447	177.92
448	176.33
449	175.84
450	181.09
451	174.3
452	177.31
453	179.45
454	178.93
455	174.8
456	175.87
457	176.18
458	176.56
459	177.12
460	175.16
461	171.94
462	177.57
463	177.71
464	176.31
465	177.85
466	175.91
467	176.58
468	174.96
469	176.05
470	175.68
471	176.18
472	178.18
473	175.85
474	174.39
475	174.18
476	178.23
477	176.07
478	174.57
479	177.03
480	176.28
481	173.97
482	172.91
483	174.99
484	176.85
485	176.83
486	177.7
487	178.83
488	174.46
489	170.97
490	177.08
491	177.82
492	175.39
493	175.98
494	175.27
495	177.15
496	172.56
497	179.42
498	175.1
499	174.62
500	174.81
501	173.3
502	175.29
503	173.08
504	177.43
505	180.72
506	176.02
507	176.85
508	174.63
509	179.23
510	179.53
511	178.04
512	173.19
513	177.44
514	174.8
515	176.89
516	171.59
517	176.59
518	175.83
519	175.82
520	177.85
521	175.56
522	174.76
523	176.92
524	174.05
525	173.81
526	176.7
527	179.11
528	179
529	176.05
530	169.1
531	174.6
532	171.27
533	177.07
534	176.13
535	173.09
536	175.81
537	175.51
538	177.91
539	176.46
540	176.59
541	176.74
542	178.26
543	180.09
544	180.29
545	177.57
546	180.83
547	177.13
548	180.16
549	177.58
550	175.04
551	176.64
552	179.36
553	178.02
554	178.08
555	176.9
556	174.9
557	173.89
558	174.89
559	175.58
560	174.36
561	178.29
562	176.3
563	174.98
564	177.05
565	177.12
566	175.27
567	171.35
568	177.87
569	173.23
570	174.26
571	174.79
572	177.27
573	173.83
574	174.09
575	179.65
576	173.87
577	177.75
578	182
579	177.32
580	179.01
581	172.61
582	171.05
583	177.14
584	172.24
585	176.76
586	174.03
587	181.58
588	175.07
589	178.98
590	175.71
591	181.14
592	174.14
593	177.64
594	178.33
595	176.76
596	174.31
597	173.61
598	179.16
599	176
600	175.79
601	175.98
602	176.34
603	174.3
604	177.43
605	175.79
606	179.02
607	177.28
608	176.95
609	177.33
610	179.38
611	185.25
612	184.61
613	183.13
614	183.75
615	180.29
616	180.45
617	181.97
618	181.58
619	182.69
620	186.84
621	190.03
622	186.57
623	187.13
624	185.09
625	191.71
626	192.52
627	184.57
628	196.08
629	197.91
630	215.67
631	226.49
632	330.49
633	3824.9
634	3421.28
635	1176.98
636	383.57
637	216.94
638	191.29
639	187.11
640	180.48
641	180.35
642	180.96
643	178
644	180.36
645	176.39
646	175.4
647	180.85
648	177.95
649	175.02
650	177.72
651	178.67
652	174.12
653	172.98
654	173.6
655	174.31
656	176.69
657	175.54
658	175.2
659	174.93
660	177.93
661	176.1
662	171.59
663	175.75
664	175.42
665	175.34
666	175.29
667	176.52
668	173.69
669	178.87
670	173.32
671	176.32
672	173.04
673	173.37
674	175.04
675	172.99
676	170.95
677	171.61
678	175.69
679	172.97
680	177.03
681	172.88
682	172.32
683	174.57
684	172.99
685	175.57
686	174.28
687	173.33
688	176.36
689	176.88
690	176.01
691	174.92
692	175.14
693	173.19
694	169.89
695	175.13
696	181.01
697	176
698	171.86
699	171.8
700	175.69
701	176.26
702	175.62
703	171.89
704	172.8
705	176.23
706	179.48
707	173.8
708	172.44
709	174.02
710	176.79
711	174.79
712	177.93
713	174.71
714	171.05
715	179
716	170.19
717	176
718	174.59
719	176.8
720	174.21
721	175.18
722	173.92
723	172.44
724	175.23
725	174.07
726	176.97
727	179.42
728	174.8
729	172.69
730	180.03
731	174.77
732	175.72
733	175.21
734	176.4
735	172.21
736	174.97
737	176.21
738	176.56
739	175.04
740	176.29
741	175.63
742	176.45
743	172.59
744	175.22
745	179.06
746	177
747	176.88
748	173.1
749	175.1
750	176.16
751	175.05
752	180.74
753	174.6
754	175.48
755	175.3
756	177.58
757	176.36
758	171.84
759	178.5
760	173.48
761	173.15
762	179.6
763	177.68
764	176.63
765	173.06
766	172.75
767	172.03
768	173.93
769	175.5
770	174.39
771	174.85
772	172.68
773	173.68
774	172.43
775	174.12
776	171.41
777	173.61
778	177.9
779	176.09
780	173.97
781	173.95
782	175.95
783	170.79
784	175.45
785	172.86
786	175.32
787	175.44
788	177.47
789	174.15
790	173.24
791	170.99
792	174.83
793	175.44
794	172.85
795	175.07
796	174.62
797	175.73
798	174.44
799	176.04
800	174.94
801	171.89
802	170.96
803	172.85
804	174.3
805	171.93
806	175.17
807	175.37
808	171.93
809	174.17
810	173.87
811	178.51
812	174.76
813	172.83
814	174.41
815	175.7
816	172.01
817	172.96
818	173.82
819	173.13
820	176.32
821	176.26
822	176.24
823	174.9
824	180.37
825	176.1
826	177.7
827	172.3
828	174.45
829	170.99
830	177.93
831	174.57
832	177.55
833	172.13
834	173.92
835	176
836	174.96
837	171.05
838	176.99
839	176.25
840	175.8
841	173.97
842	176.9
843	175.08
844	175.43
845	176.45
846	173
847	177.61
848	171.71
849	173.6
850	174.9
851	176.94
852	176.47
853	169.95
854	173.7
855	175.42
856	173.99
857	175.76
858	176.07
859	172.48
860	174.3
861	175.86
862	175.4
863	175.78
864	172.37
865	172.9
866	177.67
867	176.96
868	175.83
869	173.16
870	172.16
871	176.48
872	174.47
873	178
874	177.91
875	176.72
876	174.49
877	174.02
878	175.92
879	172.22
880	180.69
881	173.87
882	171.98
883	175.07
884	172.78
885	176.93
886	176.09
887	174.33
888	170.59
889	176.98
890	169.99
891	171.29
892	173.24
893	176.01
894	169.73
895	176.94
896	175.72
897	174.37
898	174.7
899	176.07
900	174.02
901	173.55
902	171.34
903	172.13
904	177.05
905	173.99
906	176.34
907	175.74
908	175.69
909	176.91
910	178.01
911	175.05
912	175.63
913	173.13
914	173.7
915	170.35
916	170.84
917	176.66
918	172.78
919	173.03
920	173.96
921	168.68
922	174.96
923	175.05
924	177.27
925	173.79
926	172.23
927	172.7
928	174.89
929	176.57
930	171.62
931	173.06
932	171.95
933	171.03
934	171.93
935	174.9
936	175.32
937	174.12
938	171.24
939	174.01
940	174.05
941	172.37
942	175.86
943	172.72
944	173.38
945	174.79
946	176.69
947	175
948	174.67
949	173.27
950	176.8
951	173.81
952	175.91
953	171.45
954	172.72
955	172.68
956	180.58
957	174.99
958	176.48
959	170.59
960	174.12
961	177.78
962	172.77
963	173.59
964	176.05
965	174.43
966	173.45
967	173.26
968	173.03
969	177.17
970	173.82
971	177.03
972	175.22
973	174.94
974	174.11
975	172.04
976	172.94
977	175.7
978	175.02
979	170.5
980	177.7
981	173.95
982	173.9
983	172.03
984	174.97
985	175.29
986	172.02
987	175.21
988	171.04
989	174.2
990	174.52
991	177.82
992	176.19
993	169.84
994	169.93
995	174.6
996	170.2
997	175.47
998	171.11
999	175.25
1000	172.01
